category,brand,family_key,model,model_year,device_line,chip_family,storage_options,carrier_status,default_condition,source_sheet,base_price_usd,fair_price_from_sheet_cad,maximum_buy_price_cad,max_listing_price_to_alert_cad,condition_prices_usd,deduction_rules_usd,aliases,notes
apple_watch,apple,apple_watch_2023_series_ultra_2_49_mm__not_applicable,apple watch 2023 series ultra 2 49 mm,,,,,not_applicable,b,Apple Watch,225.00,315.00,252.00,277.20,"{""a"":250.0,""b"":225.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",2023 series ultra 2 49 mm|apple watch 2023 series ultra 2 49 mm|watch 2023 series ultra 2 49 mm,Used: ALL Natural Color
apple_watch,apple,apple_watch_2024_series_ultra_2_49_mm__not_applicable,apple watch 2024 series ultra 2 49 mm,,,,,not_applicable,b,Apple Watch,245.00,343.00,274.40,301.84,"{""a"":265.0,""b"":245.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",2024 series ultra 2 49 mm|apple watch 2024 series ultra 2 49 mm|watch 2024 series ultra 2 49 mm,Used: Black Color Only
apple_watch,apple,apple_watch_2025_series_ultra_3_49_mm__not_applicable,apple watch 2025 series ultra 3 49 mm,,,,,not_applicable,b,Apple Watch,365.00,511.00,408.80,449.68,"{""a"":385.0,""b"":365.0,""open"":540.0,""sealed"":580.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",2025 series ultra 3 49 mm|apple watch 2025 series ultra 3 49 mm|watch 2025 series ultra 3 49 mm,
apple_watch,apple,apple_watch_se_2_nd_gen_40_mm__not_applicable,apple watch se 2 nd gen 40 mm,,,,,not_applicable,b,Apple Watch,50.00,70.00,56.00,61.60,"{""a"":60.0,""b"":50.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch se 2 nd gen 40 mm|se 2 nd gen 40 mm|watch se 2 nd gen 40 mm,
apple_watch,apple,apple_watch_se_2_nd_gen_44_mm__not_applicable,apple watch se 2 nd gen 44 mm,,,,,not_applicable,b,Apple Watch,60.00,84.00,67.20,73.92,"{""a"":70.0,""b"":60.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch se 2 nd gen 44 mm|se 2 nd gen 44 mm|watch se 2 nd gen 44 mm,
apple_watch,apple,apple_watch_se_3_rd_gen_40_mm__not_applicable,apple watch se 3 rd gen 40 mm,,,,,not_applicable,b,Apple Watch,110.00,154.00,123.20,135.52,"{""a"":120.0,""b"":110.0,""open"":130.0,""sealed"":150.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch se 3 rd gen 40 mm|se 3 rd gen 40 mm|watch se 3 rd gen 40 mm,
apple_watch,apple,apple_watch_se_3_rd_gen_44_mm__not_applicable,apple watch se 3 rd gen 44 mm,,,,,not_applicable,b,Apple Watch,125.00,175.00,140.00,154.00,"{""a"":135.0,""b"":125.0,""open"":150.0,""sealed"":170.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch se 3 rd gen 44 mm|se 3 rd gen 44 mm|watch se 3 rd gen 44 mm,
apple_watch,apple,apple_watch_series_10_42_mm__not_applicable,apple watch series 10 42 mm,,,,,not_applicable,b,Apple Watch,120.00,168.00,134.40,147.84,"{""a"":130.0,""b"":120.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 10 42 mm|series 10 42 mm|watch series 10 42 mm,
apple_watch,apple,apple_watch_series_10_46_mm__not_applicable,apple watch series 10 46 mm,,,,,not_applicable,b,Apple Watch,130.00,182.00,145.60,160.16,"{""a"":140.0,""b"":130.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 10 46 mm|series 10 46 mm|watch series 10 46 mm,
apple_watch,apple,apple_watch_series_11_42_mm__not_applicable,apple watch series 11 42 mm,,,,,not_applicable,b,Apple Watch,150.00,210.00,168.00,184.80,"{""a"":170.0,""b"":150.0,""open"":220.0,""sealed"":250.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 11 42 mm|series 11 42 mm|watch series 11 42 mm,
apple_watch,apple,apple_watch_series_11_46_mm__not_applicable,apple watch series 11 46 mm,,,,,not_applicable,b,Apple Watch,170.00,238.00,190.40,209.44,"{""a"":190.0,""b"":170.0,""open"":240.0,""sealed"":270.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 11 46 mm|series 11 46 mm|watch series 11 46 mm,
apple_watch,apple,apple_watch_series_6_40_mm__not_applicable,apple watch series 6 40 mm,,,,,not_applicable,b,Apple Watch,50.00,70.00,56.00,61.60,"{""a"":60.0,""b"":50.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 6 40 mm|series 6 40 mm|watch series 6 40 mm,
apple_watch,apple,apple_watch_series_6_44_mm__not_applicable,apple watch series 6 44 mm,,,,,not_applicable,b,Apple Watch,60.00,84.00,67.20,73.92,"{""a"":70.0,""b"":60.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 6 44 mm|series 6 44 mm|watch series 6 44 mm,
apple_watch,apple,apple_watch_series_7_41_mm__not_applicable,apple watch series 7 41 mm,,,,,not_applicable,b,Apple Watch,60.00,84.00,67.20,73.92,"{""a"":70.0,""b"":60.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 7 41 mm|series 7 41 mm|watch series 7 41 mm,
apple_watch,apple,apple_watch_series_7_45_mm__not_applicable,apple watch series 7 45 mm,,,,,not_applicable,b,Apple Watch,70.00,98.00,78.40,86.24,"{""a"":80.0,""b"":70.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 7 45 mm|series 7 45 mm|watch series 7 45 mm,
apple_watch,apple,apple_watch_series_8_41_mm__not_applicable,apple watch series 8 41 mm,,,,,not_applicable,b,Apple Watch,80.00,112.00,89.60,98.56,"{""a"":90.0,""b"":80.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 8 41 mm|series 8 41 mm|watch series 8 41 mm,
apple_watch,apple,apple_watch_series_8_45_mm__not_applicable,apple watch series 8 45 mm,,,,,not_applicable,b,Apple Watch,90.00,126.00,100.80,110.88,"{""a"":100.0,""b"":90.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 8 45 mm|series 8 45 mm|watch series 8 45 mm,
apple_watch,apple,apple_watch_series_9_41_mm__not_applicable,apple watch series 9 41 mm,,,,,not_applicable,b,Apple Watch,90.00,126.00,100.80,110.88,"{""a"":100.0,""b"":90.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 9 41 mm|series 9 41 mm|watch series 9 41 mm,
apple_watch,apple,apple_watch_series_9_45_mm__not_applicable,apple watch series 9 45 mm,,,,,not_applicable,b,Apple Watch,105.00,147.00,117.60,129.36,"{""a"":115.0,""b"":105.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series 9 45 mm|series 9 45 mm|watch series 9 45 mm,
apple_watch,apple,apple_watch_series_ultra_49_mm__not_applicable,apple watch series ultra 49 mm,,,,,not_applicable,b,Apple Watch,185.00,259.00,207.20,227.92,"{""a"":200.0,""b"":185.0}","{""heavy_scratching"":{""kind"":""manual"",""reason"":""extra_deduction""},""no_charger"":{""kind"":""flat_usd"",""value"":15.0}}",apple watch series ultra 49 mm|series ultra 49 mm|watch series ultra 49 mm,
ipad,apple,ipad_10__not_applicable,ipad 10,,,,64gb,not_applicable,b,iPad Master,138.00,193.20,154.56,170.02,"{""a"":158.0,""b"":138.0,""c"":68.0,""d"":48.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 10|ipad 10 64 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_10__not_applicable,ipad 10,,,,256gb,not_applicable,b,iPad Master,178.00,249.20,199.36,219.30,"{""a"":198.0,""b"":178.0,""c"":108.0,""d"":58.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 10|ipad 10 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_11_a_16__not_applicable,ipad 11 a 16,,,,128gb,not_applicable,b,iPad Master,208.00,291.20,232.96,256.26,"{""a"":218.0,""b"":208.0,""c"":128.0,""d"":76.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",11 a 16|ipad 11 a 16|ipad 11 a 16 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_11_a_16__not_applicable,ipad 11 a 16,,,,256gb,not_applicable,b,iPad Master,238.00,333.20,266.56,293.22,"{""a"":258.0,""b"":238.0,""c"":158.0,""d"":90.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",11 a 16|ipad 11 a 16|ipad 11 a 16 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_11_a_16__not_applicable,ipad 11 a 16,,,,512gb,not_applicable,b,iPad Master,278.00,389.20,311.36,342.50,"{""a"":298.0,""b"":278.0,""c"":188.0,""d"":100.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",11 a 16|ipad 11 a 16|ipad 11 a 16 512 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_5__not_applicable,ipad 5,,,,32gb,not_applicable,b,iPad Master,10.00,14.00,11.20,12.32,"{""a"":15.0,""b"":10.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 5|ipad 5 32 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_5__not_applicable,ipad 5,,,,128gb,not_applicable,b,iPad Master,20.00,28.00,22.40,24.64,"{""a"":25.0,""b"":20.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 5|ipad 5 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_6__not_applicable,ipad 6,,,,32gb,not_applicable,b,iPad Master,20.00,28.00,22.40,24.64,"{""a"":25.0,""b"":20.0,""c"":5.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 6|ipad 6 32 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_6__not_applicable,ipad 6,,,,128gb,not_applicable,b,iPad Master,30.00,42.00,33.60,36.96,"{""a"":35.0,""b"":30.0,""c"":10.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 6|ipad 6 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_7__not_applicable,ipad 7,,,,32gb,not_applicable,b,iPad Master,20.00,28.00,22.40,24.64,"{""a"":30.0,""b"":20.0,""c"":5.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 7|ipad 7 32 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_7__not_applicable,ipad 7,,,,128gb,not_applicable,b,iPad Master,35.00,49.00,39.20,43.12,"{""a"":45.0,""b"":35.0,""c"":10.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 7|ipad 7 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_8__not_applicable,ipad 8,,,,32gb,not_applicable,b,iPad Master,35.00,49.00,39.20,43.12,"{""a"":45.0,""b"":35.0,""c"":15.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 8|ipad 8 32 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_8__not_applicable,ipad 8,,,,128gb,not_applicable,b,iPad Master,55.00,77.00,61.60,67.76,"{""a"":65.0,""b"":55.0,""c"":25.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 8|ipad 8 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_9__not_applicable,ipad 9,,,,64gb,not_applicable,b,iPad Master,60.00,84.00,67.20,73.92,"{""a"":80.0,""b"":60.0,""c"":40.0,""d"":10.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 9|ipad 9 64 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_9__not_applicable,ipad 9,,,,256gb,not_applicable,b,iPad Master,90.00,126.00,100.80,110.88,"{""a"":110.0,""b"":90.0,""c"":70.0,""d"":40.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad 9|ipad 9 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_2__not_applicable,ipad air 11 inch m 2,,,,128gb,not_applicable,b,iPad Master,256.00,358.40,286.72,315.39,"{""a"":276.0,""b"":256.0,""c"":166.0,""d"":80.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 2|ipad air 11 inch m 2|ipad air 11 inch m 2 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_2__not_applicable,ipad air 11 inch m 2,,,,256gb,not_applicable,b,iPad Master,286.00,400.40,320.32,352.35,"{""a"":306.0,""b"":286.0,""c"":196.0,""d"":100.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 2|ipad air 11 inch m 2|ipad air 11 inch m 2 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_2__not_applicable,ipad air 11 inch m 2,,,,512gb,not_applicable,b,iPad Master,311.00,435.40,348.32,383.15,"{""a"":331.0,""b"":311.0,""c"":221.0,""d"":105.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 2|ipad air 11 inch m 2|ipad air 11 inch m 2 512 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_2__not_applicable,ipad air 11 inch m 2,,,,1tb,not_applicable,b,iPad Master,346.00,484.40,387.52,426.27,"{""a"":366.0,""b"":346.0,""c"":256.0,""d"":110.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 2|ipad air 11 inch m 2|ipad air 11 inch m 2 1 tb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_3__not_applicable,ipad air 11 inch m 3,,,,128gb,not_applicable,b,iPad Master,310.00,434.00,347.20,381.92,"{""a"":340.0,""b"":310.0,""c"":200.0,""d"":90.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 3|ipad air 11 inch m 3|ipad air 11 inch m 3 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_3__not_applicable,ipad air 11 inch m 3,,,,256gb,not_applicable,b,iPad Master,330.00,462.00,369.60,406.56,"{""a"":370.0,""b"":330.0,""c"":230.0,""d"":110.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 3|ipad air 11 inch m 3|ipad air 11 inch m 3 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_3__not_applicable,ipad air 11 inch m 3,,,,512gb,not_applicable,b,iPad Master,350.00,490.00,392.00,431.20,"{""a"":390.0,""b"":350.0,""c"":250.0,""d"":110.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 3|ipad air 11 inch m 3|ipad air 11 inch m 3 512 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_11_inch_m_3__not_applicable,ipad air 11 inch m 3,,,,1tb,not_applicable,b,iPad Master,380.00,532.00,425.60,468.16,"{""a"":420.0,""b"":380.0,""c"":280.0,""d"":130.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 11 inch m 3|ipad air 11 inch m 3|ipad air 11 inch m 3 1 tb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_13_inch_m_2__not_applicable,ipad air 13 inch m 2,,,,128gb,not_applicable,b,iPad Master,294.00,411.60,329.28,362.21,"{""a"":324.0,""b"":294.0,""c"":184.0,""d"":90.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 13 inch m 2|ipad air 13 inch m 2|ipad air 13 inch m 2 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_13_inch_m_3__not_applicable,ipad air 13 inch m 3,,,,128gb,not_applicable,b,iPad Master,354.00,495.60,396.48,436.13,"{""a"":384.0,""b"":354.0,""c"":254.0,""d"":110.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 13 inch m 3|ipad air 13 inch m 3|ipad air 13 inch m 3 128 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_13_inch_m_3__not_applicable,ipad air 13 inch m 3,,,,256gb,not_applicable,b,iPad Master,394.00,551.60,441.28,485.41,"{""a"":424.0,""b"":394.0,""c"":284.0,""d"":120.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 13 inch m 3|ipad air 13 inch m 3|ipad air 13 inch m 3 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_13_inch_m_3__not_applicable,ipad air 13 inch m 3,,,,512gb,not_applicable,b,iPad Master,424.00,593.60,474.88,522.37,"{""a"":454.0,""b"":424.0,""c"":304.0,""d"":120.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 13 inch m 3|ipad air 13 inch m 3|ipad air 13 inch m 3 512 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_13_inch_m_3__not_applicable,ipad air 13 inch m 3,,,,1tb,not_applicable,b,iPad Master,474.00,663.60,530.88,583.97,"{""a"":504.0,""b"":474.0,""c"":334.0,""d"":130.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 13 inch m 3|ipad air 13 inch m 3|ipad air 13 inch m 3 1 tb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_2024_13_inch_m_2__not_applicable,ipad air 2024 13 inch m 2,,,,256gb,not_applicable,b,iPad Master,324.00,453.60,362.88,399.17,"{""a"":354.0,""b"":324.0,""c"":214.0,""d"":110.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 2024 13 inch m 2|ipad air 2024 13 inch m 2|ipad air 2024 13 inch m 2 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_2024_13_inch_m_2__not_applicable,ipad air 2024 13 inch m 2,,,,512gb,not_applicable,b,iPad Master,344.00,481.60,385.28,423.81,"{""a"":374.0,""b"":344.0,""c"":234.0,""d"":110.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 2024 13 inch m 2|ipad air 2024 13 inch m 2|ipad air 2024 13 inch m 2 512 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_2024_13_inch_m_2__not_applicable,ipad air 2024 13 inch m 2,,,,1tb,not_applicable,b,iPad Master,384.00,537.60,430.08,473.09,"{""a"":404.0,""b"":384.0,""c"":264.0,""d"":120.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 2024 13 inch m 2|ipad air 2024 13 inch m 2|ipad air 2024 13 inch m 2 1 tb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_3__not_applicable,ipad air 3,,,,64gb,not_applicable,b,iPad Master,20.00,28.00,22.40,24.64,"{""a"":30.0,""b"":20.0,""c"":10.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 3|ipad air 3|ipad air 3 64 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_3__not_applicable,ipad air 3,,,,256gb,not_applicable,b,iPad Master,40.00,56.00,44.80,49.28,"{""a"":50.0,""b"":40.0,""c"":20.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 3|ipad air 3|ipad air 3 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_4__not_applicable,ipad air 4,,,,64gb,not_applicable,b,iPad Master,115.00,161.00,128.80,141.68,"{""a"":125.0,""b"":115.0,""c"":75.0,""d"":25.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 4|ipad air 4|ipad air 4 64 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_4__not_applicable,ipad air 4,,,,256gb,not_applicable,b,iPad Master,145.00,203.00,162.40,178.64,"{""a"":155.0,""b"":145.0,""c"":85.0,""d"":45.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 4|ipad air 4|ipad air 4 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_5__not_applicable,ipad air 5,,,,64gb,not_applicable,b,iPad Master,160.00,224.00,179.20,197.12,"{""a"":170.0,""b"":160.0,""c"":80.0,""d"":50.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 5|ipad air 5|ipad air 5 64 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_air_5__not_applicable,ipad air 5,,,,256gb,not_applicable,b,iPad Master,210.00,294.00,235.20,258.72,"{""a"":220.0,""b"":210.0,""c"":100.0,""d"":60.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",air 5|ipad air 5|ipad air 5 256 gb,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_1_st_gen__not_applicable,ipad pro 11 inch 1 st gen,,,,64gb,not_applicable,b,iPad Master,130.00,182.00,145.60,160.16,"{""a"":150.0,""b"":130.0,""c"":70.0,""d"":10.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 1 st gen|ipad pro 11 inch 1 st gen 64 gb|pro 11 inch 1 st gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_1_st_gen__not_applicable,ipad pro 11 inch 1 st gen,,,,256gb,not_applicable,b,iPad Master,160.00,224.00,179.20,197.12,"{""a"":180.0,""b"":160.0,""c"":100.0,""d"":30.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 1 st gen|ipad pro 11 inch 1 st gen 256 gb|pro 11 inch 1 st gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_1_st_gen__not_applicable,ipad pro 11 inch 1 st gen,,,,512gb,not_applicable,b,iPad Master,180.00,252.00,201.60,221.76,"{""a"":200.0,""b"":180.0,""c"":120.0,""d"":40.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 1 st gen|ipad pro 11 inch 1 st gen 512 gb|pro 11 inch 1 st gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_1_st_gen__not_applicable,ipad pro 11 inch 1 st gen,,,,1tb,not_applicable,b,iPad Master,210.00,294.00,235.20,258.72,"{""a"":230.0,""b"":210.0,""c"":150.0,""d"":60.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 1 st gen|ipad pro 11 inch 1 st gen 1 tb|pro 11 inch 1 st gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_2_nd_gen__not_applicable,ipad pro 11 inch 2 nd gen,,,,128gb,not_applicable,b,iPad Master,240.00,336.00,268.80,295.68,"{""a"":270.0,""b"":240.0,""c"":155.0,""d"":80.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 2 nd gen|ipad pro 11 inch 2 nd gen 128 gb|pro 11 inch 2 nd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_2_nd_gen__not_applicable,ipad pro 11 inch 2 nd gen,,,,256gb,not_applicable,b,iPad Master,260.00,364.00,291.20,320.32,"{""a"":290.0,""b"":260.0,""c"":175.0,""d"":90.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 2 nd gen|ipad pro 11 inch 2 nd gen 256 gb|pro 11 inch 2 nd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_2_nd_gen__not_applicable,ipad pro 11 inch 2 nd gen,,,,512gb,not_applicable,b,iPad Master,280.00,392.00,313.60,344.96,"{""a"":310.0,""b"":280.0,""c"":195.0,""d"":90.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 2 nd gen|ipad pro 11 inch 2 nd gen 512 gb|pro 11 inch 2 nd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_2_nd_gen__not_applicable,ipad pro 11 inch 2 nd gen,,,,1tb,not_applicable,b,iPad Master,320.00,448.00,358.40,394.24,"{""a"":350.0,""b"":320.0,""c"":220.0,""d"":110.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 2 nd gen|ipad pro 11 inch 2 nd gen 1 tb|pro 11 inch 2 nd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_3_rd_gen__not_applicable,ipad pro 11 inch 3 rd gen,,,,128gb,not_applicable,b,iPad Master,330.00,462.00,369.60,406.56,"{""a"":360.0,""b"":330.0,""c"":250.0,""d"":171.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 3 rd gen|ipad pro 11 inch 3 rd gen 128 gb|pro 11 inch 3 rd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_3_rd_gen__not_applicable,ipad pro 11 inch 3 rd gen,,,,256gb,not_applicable,b,iPad Master,360.00,504.00,403.20,443.52,"{""a"":386.0,""b"":360.0,""c"":280.0,""d"":191.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 3 rd gen|ipad pro 11 inch 3 rd gen 256 gb|pro 11 inch 3 rd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_3_rd_gen__not_applicable,ipad pro 11 inch 3 rd gen,,,,512gb,not_applicable,b,iPad Master,380.00,532.00,425.60,468.16,"{""a"":410.0,""b"":380.0,""c"":300.0,""d"":201.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 3 rd gen|ipad pro 11 inch 3 rd gen 512 gb|pro 11 inch 3 rd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_3_rd_gen__not_applicable,ipad pro 11 inch 3 rd gen,,,,1tb,not_applicable,b,iPad Master,415.00,581.00,464.80,511.28,"{""a"":445.0,""b"":415.0,""c"":315.0,""d"":206.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 3 rd gen|ipad pro 11 inch 3 rd gen 1 tb|pro 11 inch 3 rd gen,Used pricing. Engravings require manual review.
ipad,apple,ipad_pro_11_inch_3_rd_gen__not_applicable,ipad pro 11 inch 3 rd gen,,,,2tb,not_applicable,b,iPad Master,460.00,644.00,515.20,566.72,"{""a"":490.0,""b"":460.0,""c"":330.0,""d"":211.0}","{""engraved"":{""kind"":""manual"",""reason"":""ask""}}",ipad pro 11 inch 3 rd gen|ipad pro 11 inch 3 rd gen 2 tb|pro 11 inch 3 rd gen,Used pricing. Engravings require manual review.
